duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,7,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,7,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24,9,281,759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,156,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
0,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,1.0,1.0,1.0,0.0,1.0,35,61,0.29,0.14,0.03,0.03,0.03,0.02,0.86,0.97
794,1,24,4,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,81,0.02,0.02,0.98,0.98,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.44,0.44
60,1,60,8,120,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.02,0.02,0.02,0.02
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,9,0.0,0.0,1.0,1.0,0.07,0.07,0.0,255,9,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24,9,319,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,42,0.0,0.0,0.0,0.0,1.0,0.0,0.05,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,9,209,1942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,19,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,19,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,28,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.67,1.0,0.33,1.0,0.0,255,21,0.08,0.02,0.0,0.0,0.0,0.0,0.32,0.95
0,1,24,9,267,18979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,245,1.0,0.0,0.25,0.04,0.0,0.0,0.0,0.0
0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.12,1.0,0.71,1.0,0.0,0.94,23,93,0.35,0.22,0.04,0.02,0.0,0.0,0.78,0.59
0,2,12,9,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,18,0.0,0.0,1.0,1.0,0.18,0.07,0.0,255,18,0.07,0.05,0.0,0.0,0.0,0.0,1.0,1.0
0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,50,0.04,0.05,0.04,0.04,0.01,0.0,0.01,0.0
0,1,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.5,0.33,1.0,1.0,255,1,0.0,0.8,0.0,0.0,0.0,0.0,0.02,0.0
0,1,45,9,44,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.6,0.0,0.2,0.8,0.0,255,9,0.04,0.02,0.0,0.0,0.0,0.0,0.11,0.0
0,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,10,0.0,0.0,1.0,1.0,0.04,0.07,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0,1,19,9,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233,118,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0
3,1,28,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,1.0,1.0,0.5,1.0,1.0,106,59,0.27,0.05,0.01,0.03,0.0,0.0,0.96,0.49
0,1,24,9,241,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,19,9,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124,57,0.46,0.03,0.01,0.0,0.0,0.0,0.0,0.0
795,1,24,4,62344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.53,0.53
0,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,48,64,0.33,0.06,0.02,0.03,1.0,0.25,0.0,0.75
0,1,24,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,28,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
0,1,24,9,319,3695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
0,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.73,0.73,0.24,0.24
0,1,24,9,305,7667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78,134,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
796,1,24,4,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,64,0.03,0.03,0.97,0.97,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.31,0.32
0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,15,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
0,1,24,9,209,2038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.62,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,16,0.0,0.0,1.0,1.0,0.07,0.07,0.0,255,16,0.06,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,11,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,11,0.04,0.08,0.0,0.0,0.0,0.0,1.0,1.0
0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0.0,0.0,0.0,0.0,0.02,0.81,0.0,255,1,0.0,0.53,0.87,0.0,0.0,0.0,0.13,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,16,0.0,0.0,1.0,1.0,0.16,0.06,0.0,4,4,1.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0
0,2,49,9,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.53,0.52,0.0,0.05,0.0,0.52,1.0
0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,1.0,1.0,0.67,0.33,0.0,255,55,0.22,0.11,0.0,0.0,0.0,0.0,0.99,1.0
0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1,0.03,0.0,0.97,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.02,0.0,0.98,1.0
0,2,12,9,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,170,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,214,0.84,0.01,0.01,0.0,0.0,0.0,0.0,0.0
5,1,47,9,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.02,0.0
0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,0.15,1.0,0.83,0.0,0.0,1.0,0.0,255,1,0.0,0.95,0.0,0.0,0.11,1.0,0.88,0.0
0,1,20,9,501760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,158,36,0.2,0.03,0.2,0.06,0.0,0.0,0.0,0.0
0,2,49,9,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,190,189,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0
0,2,49,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,9,0.0,0.0,0.0,0.0,0.02,0.98,0.0,255,9,0.04,0.97,1.0,0.0,0.0,0.0,0.0,0.0
0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0.0,0.0,1.0,1.0,0.07,0.14,0.0,255,54,0.21,0.11,0.02,0.0,0.0,0.0,0.99,1.0
0,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.02,0.02,0.98,0.98,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.27,0.27
0,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.67,1.0,0.33,1.0,0.0,255,64,0.25,0.01,0.0,0.0,0.0,0.0,0.65,1.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,0.0,0.0,1.0,1.0,0.01,0.08,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,82,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0
0,1,60,9,121,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,120,0.47,0.02,0.0,0.0,0.0,0.0,0.01,0.03
0,2,12,9,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,236,0.0,0.0,0.0,0.0,0.99,0.01,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0,1,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,1,0.15,1.0,0.82,0.0,0.0,1.0,0.0,255,1,0.0,0.97,0.0,0.0,0.16,1.0,0.81,0.0
0,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,11,1.0,1.0,0.0,0.0,0.07,0.05,0.0,255,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0.0
0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3,0.0,0.0,1.0,1.0,0.03,0.07,0.0,255,3,0.01,0.06,0.0,0.0,0.0,0.0,1.0,1.0
138,1,24,9,339,284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,230,0.9,0.01,0.0,0.0,0.0,0.0,0.03,0.0
0,1,24,9,328,2827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,13,1.0,1.0,0.0,0.0,0.07,0.08,0.0,255,13,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0.0
0,1,24,9,296,667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,102,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
0,1,24,9,315,976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,185,251,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
0,1,60,9,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,105,0.41,0.02,0.0,0.0,0.0,0.0,0.01,0.03
0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0.0,0.0,0.0,0.0,0.01,0.64,0.0,255,1,0.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0
72,1,60,9,2783,15142,0,0,0,10,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,56,0.22,0.15,0.0,0.0,0.0,0.0,0.98,0.98
0,2,12,9,42,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,8,0.03,0.06,0.0,0.0,0.02,0.0,0.98,1.0
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,1.0,1.0,0.0,0.0,0.02,0.09,0.0,255,3,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.0
0,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,18,0.0,0.0,1.0,1.0,0.07,0.06,0.0,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,15,0.0,0.0,1.0,1.0,0.11,0.06,0.0,255,15,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24,9,196,24572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,9,315,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.69,0.69,0.28,0.28
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,0.0,0.0,1.0,1.0,0.02,0.07,0.0,255,4,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0
813,1,24,4,61504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.01,0.57,0.57
0,0,15,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,123,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1,47,2,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,1.0,0.33,1.0,1.0,220,59,0.23,0.02,0.0,0.03,0.01,0.02,0.87,0.97
0,1,24,9,161,866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,0.0,0.0,0.0,0.0,1.0,0.0,0.08,2,255,1.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0
0,1,20,9,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,21,0.12,0.17,0.12,0.14,0.0,0.0,0.0,0.0
0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,12,0.01,0.0,0.99,0.67,0.04,0.07,0.17,255,8,0.03,0.08,0.0,0.0,0.01,0.0,0.99,1.0
0,2,49,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0.0,0.0,0.0,0.0,0.1,0.4,0.0,255,2,0.01,0.72,0.98,0.0,0.0,0.0,0.02,0.0
0,1,24,9,230,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,21,0.0,0.0,0.0,0.0,1.0,0.0,0.14,218,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,8,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0,2,12,9,46,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,117,0.0,0.0,0.0,0.0,0.99,0.02,0.0,240,181,0.75,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,9,245,9300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
0,2,49,9,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,54,9,1339,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,14,0.88,0.12,0.06,0.0,0.0,0.0,0.0,0.0
0,2,12,9,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,217,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,24,9,216,2399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,1,24,4,60064,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.53,0.54
0,1,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,18,1.0,1.0,0.0,0.0,0.14,0.06,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0,1,24,9,188,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,47,9,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248,229,0.92,0.01,0.0,0.0,0.0,0.0,0.04,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0.16,0.0,0.83,1.0,0.01,1.0,0.0,255,1,0.0,0.36,0.0,0.0,0.07,0.0,0.28,1.0
4,1,47,9,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245,226,0.92,0.01,0.0,0.0,0.0,0.0,0.04,0.0
0,2,12,9,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2,1,54,9,1115,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,74,1.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0
0,1,60,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.33,0.0,0.67,0.67,0.0,193,90,0.36,0.03,0.01,0.02,0.0,0.0,0.87,0.66
0,1,24,6,220,29200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,20,251,1.0,0.0,0.05,0.02,0.05,0.0,0.0,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,5,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,5,0.02,0.05,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24,9,303,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
0,1,24,9,328,2439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,238,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
0,1,24,9,359,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,2,255,1.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,13,0.02,0.0,0.98,1.0,0.05,0.06,0.0,255,13,0.05,0.06,0.0,0.0,0.0,0.0,1.0,1.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.9,1.0
0,2,12,9,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,249,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0
0,1,24,9,329,2553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146,255,1.0,0.0,0.01,0.02,0.0,0.01,0.0,0.0
284,1,19,9,160,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162,9,0.06,0.66,0.01,0.0,0.0,0.0,0.67,0.11
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0.0,0.0,1.0,1.0,0.01,0.09,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0,1,24,9,277,1274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,60,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,136,0.53,0.43,0.0,0.0,0.42,0.79,0.42,0.01
0,2,44,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,24,9,256,11326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0
0,1,24,9,250,17926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.5,1.0,0.5,1.0,1.0,218,55,0.25,0.01,0.0,0.0,0.0,0.0,0.64,1.0
0,1,24,9,211,13842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,20,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,10,0.17,0.09,0.17,0.3,0.0,0.0,0.0,0.0
8176,1,60,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.33,1.0,0.0,0.67,255,47,0.18,0.04,0.0,0.0,0.0,0.02,0.09,0.26
0,0,15,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
805,1,24,4,55744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,55,0.11,0.11,0.89,0.89,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.03,0.03,0.74,0.74
0,1,24,9,299,824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,138,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
0,1,24,9,305,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,234,0.92,0.02,0.0,0.0,0.0,0.0,0.04,0.0
0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1,0.08,0.0,0.9,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.93,1.0
